ThingID,Name,Lat,Long,ObsID
336,空品微型感測器-08BEAC0A0256-雲林縣縣立馬光國小,23.7052773,120.3522267,2084
337,空品微型感測器-74DA38F20EB0-新竹縣縣立嘉興國小,24.705,121.21,2087
338,空品微型感測器-08BEAC09FF2E-臺中市立太平國中,24.14911656,120.7370825,2090
339,空品微型感測器-08BEAC0A039E-桃園市市立西門國小,24.97978333,121.3019983,2093
340,空品微型感測器-08BEAC0A067E-桃園市市立高原國小,24.83050995,121.1949524,2096
341,空品微型感測器-74DA38F7C13A-新北市新林國小,25.07,121.359,2099
342,空品微型感測器-08BEAC0A067A-雲林縣縣立公誠國小,23.715242,120.5388144,2102
343,空品微型感測器-08BEAC0A067C-桃園市市立龍源國小,24.82599203,121.212042533,2105
344,空品微型感測器-08BEAC0A0414-臺中市立內埔國小,24.30818166,120.71475,2108
345,空品微型感測器-08BEAC0A038C-臺南市市立永福國小,22.9896089,120.2028601,2111
346,空品微型感測器-08BEAC0A0090-臺中市立喀哩國小,24.06201274,120.6426954,2114
347,空品微型感測器-08BEAC0A0416-臺南市市立長平國小,23.2186079,120.1064009,2117
348,空品微型感測器-08BEAC0A0410-臺南市市立新生國小,23.27592864,120.2582978,2120
349,空品微型感測器-08BEAC0A0412-臺中市立大智國小,24.13503601,120.6831037,2123
350,空品微型感測器-08BEAC0A022C-嘉義縣縣立東石國小,23.4543361,120.4097413,2126
351,空品微型感測器-08BEAC0A024A-雲林縣縣立水林國中,23.57277095,120.2477592,2129
352,空品微型感測器-08BEAC0A0060-臺中市立清海國中,24.27624814,120.5535381,2132
353,空品微型感測器-08BEAC0A0062-臺中市立清泉國中,24.30587379,120.592725,2135
354,空品微型感測器-08BEAC0A0098-雲林縣縣立東興國小,23.7557317,120.3740824,2138
356,空品微型感測器-08BEAC0A0094-桃園市市立青溪國中,24.99677181,121.3198864,2144
355,空品微型感測器-08BEAC0A038A-臺中市立中華國小,25.06248166,121.582288,2141
357,空品微型感測器-08BEAC0A02D0-雲林縣縣立北辰國小,23.57729852,120.3022456,2147
358,空品微型感測器-08BEAC0A07DE-雲林縣縣立虎尾國中,23.7235992,120.4567824,2150
360,空品微型感測器-08BEAC0A0674-嘉義縣縣立蒜頭國小,23.50105253,120.2919202,2156
